Title,Genres,Imdb Score,tags
English Babu Desi Mem,"['comedy', 'drama']",4.5/10,"After his brother dies, wealthy Vikram reluctantly returns to India and forms a surprise bond with his orphaned nephew and the showgirl raising him. comedy drama ShahRukhKhan SonaliBendre Rajeshwari SaeedJaffrey KiranKumar BabaBrahmbhatt IshitaHaria SunnySingh GulshanBawra"
Erased,"['mystery', 'drama']",7.8/10,"After finding his mom killed, Satoru's time-traveling ability takes him back 18 years for a chance to prevent her death and those of three classmates. mystery drama YukiFurukawa MioYuki JinShirasu ReoUchikawa RinkaKakihara MasatoYano NorikoEguchi HidekazuMashima ShigeyukiTotsugi TomokaKurotani"
Extinction,"['sci-fi', 'fantasy', 'adventure', 'drama', 'action']",6.0/10,"Plagued by dreams of an alien invasion, a family man faces his worst nightmare when an extraterrestrial force begins exterminating Earth's inhabitants. sci-fi fantasy adventure drama action MichaelPeÃ±a LizzyCaplan IsraelBroussard MikeColter EmmaBooth LexShrapnel EricaTremblay LillyAspell"
Extracurricular,"['crime', 'drama']",7.8/10,A model high school student who's steeped in a world of serious crime finds his double life upended when a classmate takes an interest in his secret. crime drama KimDong-hee JungDa-bin ParkJu-hyun NamYoon-su ChoiMin-soo KimYeo-jin ParkHyuk-kwon
Fashion,['drama'],7.0/10,A small-town girl finally realizes her dream of becoming a famous supermodel but soon finds there's a price for her glamorous new life. drama PriyankaChopra KanganaRanaut MugdhaGodse ArbaazKhan ArjanBajwa RajBabbar KiranJuneja SamirSoni
Fast & Furious Spy Racers,['family'],5.4/10,A government agency recruits teen driver Tony Toretto and his thrill-seeking friends to infiltrate a criminal street racing circuit as undercover spies. family TylerPosey CharletChung JorgeDiaz CamilleRamsey LukeYoungblood RenÃ©eEliseGoldsberry
Ferrari Ki Sawaari,"['comedy', 'sports', 'drama']",6.5/10,A father winds up involved with a stolen Ferrari as he tries to acquire the money to send his son to the leading cricket academy. comedy sports drama SharmanJoshi BomanIrani RitwikSahore PareshRawal DeepakShirke SatyadeepMisra AakashDabhade NileshDiwekar VidyaBalan
FINAL FANTASY XIV Dad of Light,['drama'],7.1/10,A father and son rekindle their bond through the online role-playing game Final Fantasy XIV in this live-action series based on a true story. drama YudaiChiba RenOsugi FumikaBaba YoshihikoHakamada HatsunoriHasegawa MakoIshino
Fitoor,"['romance', 'drama']",5.6/10,A young artist falls for an aristocratic young woman whose bitter mother has trained her in the art of breaking hearts. romance drama AdityaRoyKapoor KatrinaKaif Tabu RahulBhatt LaraDutta AkshayOberoi AditiRaoHydari AjayDevgn
Flavors of Youth: International Version,"['animation', 'romance', 'drama']",6.8/10,"Memories in a bowl of steaming noodles, a fading beauty finding her way and a bittersweet first love â€“ all in these stories of city life in China. animation romance drama TaitoBan MariyaIse MinakoKotobuki HarukaShiraishi HirokiYasumoto TakeoOtsuka IkumiHasegawa TakayukiNakatsukasa"
Force 2,"['action', 'adventure', 'drama']",6.1/10,"An ex-cop investigates the death of his best friend and two other spies, killings that lead to a mole operating from India's embassy in Budapest. action adventure drama JohnAbraham SonakshiSinha TahirRajBhasin NarendraJha AdilHussain VikramKapadia PatriciaHittler GeneliaD'souza RajBabbar FreddyDaruwala BomanIrani"
Fugitiva,"['crime', 'drama']",5.8/10,A domestic abuse survivor orchestrates an elaborate deception to protect her family from her powerfully wealthy husband and his vindictive enemies. crime drama PazVega JulioBracho ArantzaRuiz LuisaRubino LanderOtaola IvÃ¡nPellicer JosÃ©ManuelPoga MercedesSampietro CharoLÃ³pez RobertoÃlamo RaÃºlMedina MelinaMatthews PedroMariSÃ¡nchez OdiseoBichir
Fukrey,"['comedy', 'action', 'adventure', 'drama']",6.7/10,Four young male friends tackle the challenges and unexpected catastrophes of growing up clueless in this music-packed Bollywood teen drama. comedy action adventure drama PulkitSamrat ManjotSingh AliFazal VarunSharma RichaChadda PriyaAnand VishakhaSingh PankajTripathi
Fullmetal Alchemist,"['animation', 'drama']",8.6/10,"Brothers Edward and Alphonse use alchemy to resurrect their mother, but they unleash a chemical reaction that tears apart their bodies. animation drama RomiPark RieKugimiya MegumiToyoguchi MiyokoAso ToruOkawa MichikoNeya KenjiUtsumi HidekatsuShibata RyotaroOkiayu YukoSato YasuhiroTakato KeijiFujiwara YasunoriMatsumoto TomoyukiShimura TetsuShiratori TakehiroMurozono MakotoNagai MayumiYamaguchi KotonoMitsuishi SatomiKoorogi"
FullMetal Alchemist,"['action', 'adventure', 'drama']",5.3/10,"While alchemist Edward Elric searches for a way to restore his brother Al's body, the military government and mysterious monsters are watching closely. action adventure drama RyosukeYamada TsubasaHonda DeanFujioka MisakoRenbutsu KanataHongo ShinjiUchiyama JunKunimura YoOizumi RyutaSato FumiyoKohinata YasukoMatsuyuki"
Fullmetal Alchemist: Brotherhood,"['animation', 'drama']",9.0/10,After both suffer physical damage â€“ brothers Edward and Alphonse battle nefarious forces to try to reclaim their bodies in this supernatural anime. animation drama RomiPark RieKugimiya MegumiTakamoto ShinichiroMiki FumikoOrikasa KenjiUtsumi KeijiFujiwara YujiUeda BiichiSato TetsuyaKakihara KenjiHamada KaoriNazuka HidekatsuShibata KentaMiyake KikukoInoue TetsuShiratori MinamiTakayama HiroyukiYoshino YokoSoumi KazuyaNakai RyuzaburoOtomo
G.I. Joe: The Rise of Cobra,"['sci-fi', 'action', 'adventure', 'fantasy']",5.9/10,A team of elite soldiers is called into action to stop a weapons designer and the evil Cobra organization from unleashing deadly threats on the world. sci-fi action adventure fantasy DennisQuaid ChanningTatum JosephGordon-Levitt RachelNichols MarlonWayans ChristopherEccleston SiennaMiller RayPark AdewaleAkinnuoye-Agbaje LeeByung-hun JonathanPryce SaÃ¯dTaghmaoui ArnoldVosloo
Gabbar Is Back,"['action', 'adventure', 'drama']",7.0/10,"After a vengeful college professor targets corruption in the government, he adopts the name ""Gabbar"" and becomes a hero to a weary public. action adventure drama AkshayKumar ShrutiHaasan SunilGrover KareenaKapoor IshitaVyas SumanTalwar JaideepAhlawat ShrutiBapna"
Ginny & Georgia,"['comedy', 'romance', 'drama']",7.6/10,"Free-spirited Georgia and her two kids, Ginny and Austin, move north in search of a fresh start but find that the road to new beginnings can be bumpy. comedy romance drama BrianneHowey AntoniaGentry DieselLaTorraca JenniferRobertson FelixMallard SaraWaisglass ScottPorter RaymondAblack"
Ginny Weds Sunny,"['comedy', 'romance', 'drama']",5.9/10,"Eager to marry but constantly rejected by women, a bachelor hopes to win over a former crush by accepting help from an unlikely source: her mother. comedy romance drama YamiGautam VikrantMassey SuhailNayyar AyeshaRazaMishra IshaTalwar RajeevGupta"
Gaddar: the Traitor,"['thriller', 'drama']",6.4/10,An Indian man who has become a major business mogul in Canada must return to his homeland where he's reviled due to being wrongly branded a traitor. thriller drama HarbhajanMann ManpneetGrewal AshishDuggal GirjaShankar ShavinderMahal RupinderRoopi AnitaMeet TarsemPaul BalkaranWadding BobbySandhu
Girls Hostel,"['comedy', 'drama']",8.2/10,Four girls from different backgrounds become unlikely friends when they move into a dormitory for female dental students. comedy drama SrishtiShrivastava ParulGulati SimranNatekar AhsaasChanna ShreyaMehta GaganArora TruptiKhamkar KhushbuBaid
Ghanchakkar,"['comedy', 'thriller', 'drama']",5.7/10,"Former con artist Sanju surrounds himself with the finer things, a blissful life troubled by only one thing: his wife, who wants even more. comedy thriller drama EmraanHashmi VidyaBalan RajeshSharma NamitDas ParvinDabas"
Ghost Stories,"['horror', 'thriller', 'drama']",4.1/10,"The directors of Emmy-nominated ""Lust Stories"" (Zoya Akhtar, Anurag Kashyap, Dibakar Banerjee and Karan Johar) reunite for this quartet of thrillers. horror thriller drama JanhviKapoor SobhitaDhulipala SukantGoel GulshanDevaiah MrunalThakur AvinashTiwary VijayVarma SagarArya SurekhaSikri PavailGulati"
GHOUL,"['horror', 'drama']",7.0/10,"When a new prisoner at a military detention center exhibits eerie behavior, a young interrogatorâ€™s search for the truth becomes a battle for survival. horror drama RadhikaApte ManavKaul RatnabaliBhattacharjee MaheshBalraj"
Godless,['drama'],8.4/10,"A ruthless outlaw terrorizes the West in search of a former member of his gang, whoâ€™s found a new life in a quiet town populated only by women. drama JeffDaniels MichelleDockery JackO'Connell ScootMcNairy MerrittWever ThomasBrodie-Sangster SamWaterston TantooCardinal"
Godzilla,['drama'],6.2/10,"A desperate group of refugees attempts to recolonize Earth 20,000 years after Godzilla took over. But one young man wants revenge above all else. drama MamoruMiyano TakahiroSakurai KanaHanazawa TomokazuSugita YukiKaji JunichiSuwabe DaisukeOno KentaMiyake KenyuHoriuchi KazuyaNakai KazuhiroYamaji"
GODZILLA City on the Edge of Battle,"['action', 'adventure', 'drama', 'animation']",6.0/10,"On Earth, Haruo and his companions make contact with the indigenous Houtua tribe. To defeat Godzilla, they set out for the old Mechagodzilla facility. action adventure drama animation MamoruMiyano TakahiroSakurai KanaHanazawa TomokazuSugita YukiKaji JunichiSuwabe ReinaUeda AriOzawa DaisukeOno KentaMiyake KenyuHoriuchi KazuyaNakai KazuhiroYamaji"
GODZILLA The Planet Eater,"['action', 'adventure', 'drama', 'animation']",5.3/10,"With the earth alliance weakened, Haruo weighs siding with the Exif, whose death cult is summoning a monster that can destroy the world. action adventure drama animation MamoruMiyano TakahiroSakurai KanaHanazawa TomokazuSugita YukiKaji JunichiSuwabe ReinaUeda AriOzawa DaisukeOno KentaMiyake KenyuHoriuchi KazuyaNakai KazuhiroYamaji"
Goedam,"['horror', 'mystery', 'drama']",5.8/10,"When night falls on the city, shadows and spirits come alive in this horror anthology series centered on urban legends. horror mystery drama SEOLA LeeHyun-joo SongChae-yun HanGa-rim ShimSo-young"
Golmaal Returns,"['musical', 'comedy', 'drama']",4.9/10,A man's relationship with his jealous wife enters choppy waters after he has to spend a night on a yacht with a woman he's rescued from gangsters. musical comedy drama AjayDevgn KareenaKapoor ArshadWarsi TussharKapoor ShreyasTalpade CelinaJaitly AmritaArora AnjanaSukhani
Goosebumps,"['thriller', 'family']",7.8/10,R.L. Stine's tales take on a life of their own in a series that combines original stories with adaptations drawn from the popular books. thriller family R.L.Stine
Grey's Anatomy,"['romance', 'drama']",7.6/10,Intern (and eventual resident) Meredith Grey finds herself caught up in personal and professional passions with fellow doctors at a Seattle hospital. romance drama EllenPompeo SandraOh KatherineHeigl JustinChambers PatrickDempsey ChandraWilson T.R.Knight JamesPickensJr. IsaiahWashington SaraRamirez EricDane ChylerLeigh KateWalsh KevinMcKidd JessicaCapshaw
Grizzy et les Lemmings,"['comedy', 'family']",7.1/10,"Strong, whip-smart Grizzy rules a Canadian forest, where he has his paws full with a family of frolicsome lemmings. comedy family Pierre-AlaindeGarrigues JosselinCharier"
Gunjan Saxena: The Kargil Girl,"['action', 'adventure', 'drama']",5.5/10,Flight Lieutenant Gunjan Saxena makes history in her journey from aspiring aviator to Indiaâ€™s first female combat pilot in the Kargil War. action adventure drama JanhviKapoor PankajTripathi AngadBedi ViineetKumar ManavVij AyeshaRazaMishra
Guilty,['drama'],5.2/10,"When a college heartthrob is accused of rape by a less popular student, his girlfriend navigates various versions of the story in search of the truth. drama KiaraAdvani AkanshaRanjanKapoor GurfatehPirzada TaherShabbir NikiWalia ManuRishiChadha DalipTahil KunalVijaykar"
Guru,['drama'],7.8/10,Ambitious Gurukant Desai ignores his father's advice and leaves his village to find success in Turkey. drama AbhishekBachchan MithunChakraborty AishwaryaRaiBachchan Madhavan VidyaBalan RoshanSeth AryaBabbar SachinKhedekar DhritimanChatterjee ManojJoshi
Guzaarish,['drama'],7.5/10,"After an onstage disaster leaves an illusionist paralyzed, he channels his magic into a hit radio show. Years later, he fights for the right to die. drama HrithikRoshan AishwaryaRaiBachchan ShernazPatel AdityaRoyKapoor NafisaAli MonikanganaDutta SuhelSeth RajitKapoor AshChandler VijayCrishna"
Haider,"['romance', 'drama']",8.2/10,Shahid Kapoor delivers a searing performance in this Bollywood take on Hamlet that unfolds amid Kashmiri culture and history. romance drama ShahidKapoor Tabu ShraddhaKapoor KayKayMenon IrrfanKhan NarendraJha
Half Girlfriend,"['romance', 'drama']",4.5/10,"Small-town Madhav falls for big-city Riya and wants her to be his girlfriend. But she views their relationship differently, and suggests a compromise. romance drama ArjunKapoor ShraddhaKapoor VikrantMassey SeemaBiswas RheaChakraborty SujataSehgal AnisaButt"
Happy New Year,"['comedy', 'action', 'adventure', 'drama']",4.8/10,A revenge-seeking diamond thief gathers a ragtag crew to infiltrate a Dubai hotel hosting a dance contest. But first they have to learn how to dance. comedy action adventure drama ShahRukhKhan DeepikaPadukone AbhishekBachchan SonuSood BomanIrani VivaanShah
Hasee Toh Phasee,"['comedy', 'drama']",6.7/10,"Nikhil is tasked with keeping his fiancÃ©e's troublemaking sister, Meeta, from ruining his wedding. But in the process, the two become inseparable. comedy drama SidharthMalhotra ParineetiChopra AdahSharma ManojJoshi MadhuriSanjeev SharatSaxena NinaKulkarni AnilMange"
Haseen Dillruba,"['romance', 'thriller', 'drama']",7.0/10,"Under investigation as a suspect in her husbandâ€™s murder, a wife reveals details of their thorny marriage that seem to only further blur the truth. romance thriller drama TaapseePannu VikrantMassey HarshvardhanRane AdityaSrivastava AshishVerma YaminiDas DayaShankarPandey"
Hello Brother,"['comedy', 'action', 'adventure', 'drama']",4.9/10,"After receiving a heart transplant from a murdered man, a cop is followed around by the victimâ€™s ghost, who wonâ€™t rest until his death has been avenged. comedy action adventure drama SalmanKhan ArbaazKhan RaniMukerji JohnyLever NeerajVora ShaktiKapoor RazakKhan SulabhaArya"
Hello Ninja,['family'],6.8/10,"BFFs Wesley and Georgie and their silly cat sidekick Pretzel transform into ninjas and enter a magic world, where they solve problems and save the day. family LukasEngel ZoeySiewert SamVincent MayumiYoshida"
Highway,"['action', 'adventure', 'drama']",7.7/10,"City girl Veera is kidnapped on the eve of her wedding, but as her captors take her through the countryside, Veera finds herself feeling emancipated. action adventure drama RandeepHooda AliaBhatt DurgeshKumar PradeepNagar"
Heroine,['drama'],5.0/10,One woman experiences the dramatic highs and lows of fame in this voyeuristic glimpse past the glitz and glamour of a Bollywood superstar's life. drama KareenaKapoor ArjunRampal RandeepHooda DivyaDutta GovindNamdeo SanjaySuri MugdhaGodse ShahanaGoswami RanvirShorey LilleteDubey
How to Train Your Dragon 2,['family'],7.9/10,"Hiccup, Toothless and a mysterious dragon rider join forces to protect the island of Berk from a power-hungry warrior with a dragon army of his own. family JayBaruchel CateBlanchett GerardButler CraigFerguson AmericaFerrera JonahHill ChristopherMintz-Plasse T.J.Miller KristenWiig DjimonHounsou KitHarington"
Horrid Henry,"['comedy', 'family', 'drama']",6.4/10,"To his family's frustration, Henry is skilled at making trouble, from babysitting pets in his bedroom to starting a shark panic at the swimming pool. comedy family drama LizzieWaterworth JoannaRuiz EmmaTate SueElliotNicholls TamsinHeatley WayneForester AidanCook StephanieAnneMills DavidHolt"
Horrid Henry's Gross Day Out,"['comedy', 'family']",6.0/10,"Worlds collide when Henry makes plans to spend Saturday on the sofa watching a ""Gross Class Zero"" marathon â€” and his favorite characters come to life! comedy family LizzieWaterworth-Santo EmmaTate SueElliotNicholls TamsinHeatley WayneForester AidanCook PhilipPope"
Hospital Playlist,"['comedy', 'drama']",8.8/10,"Every day is extraordinary for five doctors and their patients inside a hospital, where birth, death and everything in between coexist. comedy drama ChoJung-seok YooYeon-seok JungKyung-ho KimDae-myeong JeonMi-do KimHae-suk KimKap-soo JungMoon-sung"
House of the Witch,['horror'],4.5/10,A group of daring teens finds themselves in a fight for their lives inside a haunted house when a sinister spirit crashes their Halloween party. horror EmilyBader DarrenMann MichelleRandolph CoyStewart JessePepe ArdenBelle JoelNagle NolanBateman
Hum Aapke Hain Koun,['drama'],7.4/10,"Although Nisha falls for Prem, she agrees to marry his older brother for the good of their families. But fate may have other plans for the lovebirds. drama MadhuriDixit SalmanKhan MohnishBahl RenukaShahane AnupamKher ReemaLagoo AlokNath Bindu"
Humpty Sharma Ki Dulhania,"['comedy', 'romance', 'drama']",6.1/10,A small-town girl heads to Delhi to find a designer outfit for the wedding her orthodox father has arranged for her but ends up finding love instead. comedy romance drama VarunDhawan AliaBhatt AshutoshRana SidharthShukla SahilVaid GauravPandey JaswantDaman KennethDesai DeepikaAmin MahnazDamania
I Hate Luv Storys,"['musical', 'comedy', 'drama']",5.8/10,This Bollywood spoof recounts the ups and downs of an assistant film director who loathes romance and a designer who adores all things sentimental. musical comedy drama ImranKhan SonamKapoor SammirDattani SamirSoni KavinDave BrunaAbdullah
"I love you, stupid","['comedy', 'romance', 'drama']",5.9/10,"After Marcos is dumped by his girlfriend, he attempts to reinvent himself as a modern man with the help of a childhood friend and an online guru. comedy romance drama QuimGutiÃ©rrez NataliaTena AlfonsoBassave AlbaRibas PatriciaVico ErnestoAlterio"
Insidious,"['horror', 'thriller']",7.0/10,"A family moves into a new home, where their son falls into a coma and eerie events begin to reveal something far more sinister is lurking in the house. horror thriller PatrickWilson RoseByrne LinShaye TySimpkins BarbaraHershey LeighWhannell AngusSampson AndrewAstor JosephBishara"
Into the Badlands,"['action', 'adventure']",8.0/10,"Dreaming of escaping to a distant city, a ferocious warrior and a mysterious boy tangle with territorial warlords and their highly trained killers. action adventure DanielWu EmilyBeecham SarahBolger OliverStark OrlaBrady AllyIoannides StephenLang MartonCsokas MadeleineMantock AramisKnight"
Into the Beat,"['romance', 'drama']",5.2/10,A teen ballerina discovers hip-hop by chance and is faced with an impossible choice: Does she follow her parentsâ€™ footsteps... or her newfound passion? romance drama AlexandraPfeifer YalanyMarschner TrystanPÃ¼tter HelenSchneider JuliusNitschkoff DennisKyere InaGeraldineGuy KatrinPollitt JuliaStrowski AntonWichers
Into the Grizzly Maze,"['horror', 'action', 'adventure']",5.4/10,Estranged brothers Beckett and Rowan reunite in the Alaskan wild to confront a savage grizzly bear wreaking havoc on their hometown. horror action adventure JamesMarsden ThomasJane BillyBobThornton PiperPerabo ScottGlenn MichaelaMcManus AdamBeach KellyCurran
Into the Inferno,['documentary'],7.3/10,"With stunning views of eruptions and lava flows, Werner Herzog captures the raw power of volcanoes and their ties to indigenous spiritual practices. documentary WernerHerzog"
Into the Night,"['mystery', 'drama']",7.2/10,Passengers and crew aboard a hijacked overnight flight scramble to outrace the sun as a mysterious cosmic event wreaks havoc on the world below. mystery drama PaulineEtienne LaurentCapelluto StefanoCassetti MehmetKurtuluÅŸ BabetidaSadjo JanBijvoet KsawerySzlenkier VincentLondez ReginaBikkinina AlbaGaÃ¯aKraghedeBellugi NabilMallat
Into the Wild,"['action', 'adventure', 'drama']",8.1/10,A young man gives up everything â€“ including his trust fund and ties to a seemingly stable family â€“ to lead a solitary life in the wild. action adventure drama EmileHirsch MarciaGayHarden WilliamHurt JenaMalone BrianDierker CatherineKeener VinceVaughn KristenStewart HalHolbrook ZachGalifianakis
Interview with a Serial Killer,['documentary'],6.1/10,"In this jailhouse interview, Arthur Shawcross, the Genesee River Killer, shares candid details of his crimes and his surprising family bonds. documentary ArthurShawcross"
Invisible,['drama'],5.8/10,"After learning she's pregnant, a teen grapples with the consequences while trying to go about her life as if nothing has changed. drama MoraArenillas MaraBestelli DiegoCremonesi"
Ishq Vishk,"['musical', 'comedy', 'drama']",5.8/10,"When the duplicitous Rajiv expresses his love for Payal, a cruel lie kicks off a story of self-discovery and unexpected romance. musical comedy drama ShahidKapoor AmritaRao ShenazTreasury VishalMalhotra KapilJhaveri Shabhir DeeptiGujral YashTonk SatishShah NeelimaAzim"
Ishqiya,"['comedy', 'romance', 'drama']",7.4/10,A deceitful woman seduces two of her late husbandâ€™s crooked friends into helping her hatch a nefarious kidnapping plot for a hefty ransom. comedy romance drama NaseeruddinShah VidyaBalan ArshadWarsi SalmanShahid AnupamaKumar
It's Okay to Not Be Okay,"['romance', 'drama']",8.7/10,An extraordinary road to emotional healing opens up for an antisocial children's book writer and a selfless psych ward caretaker when they cross paths. romance drama KimSoo-hyun SeoYea-ji OhJung-se ParkGyu-young KimJu-hun KimChang-wan KimMee-kyung KangKi-doong JangYoung-nam
Itaewon Class,['drama'],8.2/10,"In a colorful Seoul neighborhood, an ex-con and his friends fight a mighty foe to make their ambitious dreams for their street bar a reality. drama ParkSeo-joon KimDa-mi YuJae-myeong KwonNa-ra KimDong-hee AhnBo-hyun KimHye-eun RyuGyeong-su LeeJoo-young ChrisLyon"
Ittefaq,"['thriller', 'drama']",7.1/10,"A homemaker and a writer are prime suspects â€“ and the only witnesses â€“ in a double murder, and itâ€™s up to one detective to uncover the elusive truth. thriller drama SidharthMalhotra SonakshiSinha AkshayeKhanna"
Jaane Tu... Ya Jaane Na,"['musical', 'comedy', 'drama']",7.6/10,Soft-spoken Jai and spitfire beauty Aditi couldn't be more different â€“ but their family and friends know that they're a perfect match. musical comedy drama ImranKhan GeneliaD'Souza ManjariFadnis AyazKhan PrateikBabbar RatnaPathakShah ArbaazKhan SohailKhan
Jab Harry Met Sejal,"['comedy', 'romance', 'drama']",5.5/10,A philandering tour guide in Europe begins to develop feelings for one of his clients while helping her search for her lost engagement ring. comedy romance drama ShahRukhKhan AnushkaSharma AruKrishanshVerma ChandanRoySanyal EvelynSharma KaviShastri BarboraMudrochova PaulaDonner DenisDorokhov MartaviousGayles
Jab We Met,"['musical', 'comedy', 'drama']",8.0/10,Changing fortunes await a wealthy but dejected industrialist when he meets a spirited chatterbox on a train in this breezy Bollywood romantic comedy. musical comedy drama ShahidKapoor KareenaKapoor TarunArora DaraSingh PavanMalhotra KamalTiwari KiranJuneja DivyaSeth SaumyaTandon
Jagga Jasoos,"['comedy', 'action', 'adventure', 'drama']",6.4/10,"An eccentric, self-proclaimed detective goes on an action-packed hunt for his missing father, with an awkward but adventurous journalist by his side. comedy action adventure drama RanbirKapoor KatrinaKaif SaurabhShukla SaswataChatterjee RajatabhaDutta SaravajeetTiwari"
Jodhaa Akbar,"['action', 'adventure', 'drama']",7.5/10,"In 16th-century India, what begins as a strategic alliance between a Mughal emperor and a Hindu princess becomes a genuine opportunity for true love. action adventure drama HrithikRoshan AishwaryaRaiBachchan SonuSood PoonamSinha SuhasiniMulay IlaArun RazaMurad KulbhushanKharbanda AbeerAbrar"
JoJo's Bizarre Adventure,"['animation', 'drama']",8.3/10,Multiple generations of the Joestar family â€“ all with the same nickname â€“ confront supernatural villains through a series of time periods. animation drama KazuyukiOkitsu TomokazuSugita DaisukeOno UnshoIshizuka KenshoOno TakehitoKoyasu YokuShioya YojiUeda AyakoKawasumi TakuyaSato AtsukoTanaka AtsushiImaruoka DaisukeHirakawa FuminoriKomatsu KentaMiyake MisatoFukuen YukiKaji WataruTakagi TakahiroSakurai YuichiNakamura JunichiSuwabe KohsukeToriumi DaikiYamashita JunyaEnoki
Jojo's World,"['comedy', 'romance', 'drama']",6.5/10,"Diagnosed with a condition that could make her infertile, a career woman must choose one of four bachelors to make a baby with before time runs out. comedy romance drama TiaLee InDeokHwang Yen-j JasonHsu AndyWu SharonHsu"
Joker,"['musical', 'comedy', 'drama']",2.5/10,A remote village situated neither in India or Pakistan becomes its own republic after inmates at the local mental asylum bust loose and take over. musical comedy drama AkshayKumar SonakshiSinha ShreyasTalpade MinisshaLamba Pitobash DarshanJariwala AlexxO'Nell Asrani SanjayMishra VrijeshHirjee
Jurassic World Camp Cretaceous,"['sci-fi', 'fantasy', 'adventure', 'family', 'action']",7.6/10,Six teens invited to attend a state-of-the-art adventure camp on Isla Nublar must band together to survive when the dinosaurs break out of captivity. sci-fi fantasy adventure family action Paul-MikÃ©lWilliams JennaOrtega SeanGiambrone KausarMohammed RyanPotter RainiRodriguez JameelaJamil GlenPowell
Kabhi Alvida Naa Kehna,"['romance', 'drama']",6.2/10,"Unhappy in their respective marriages, an ex-footballer and a teacher find true love in each other, but guilt, jealousy and tragedy cloud their affair. romance drama AmitabhBachchan ShahRukhKhan AbhishekBachchan RaniMukerji PreityZinta KironKher ArjunRampal"
Kabhi Haan Kabhi Naa,"['comedy', 'drama']",7.9/10,A dreamer falls for a girl who is in love with someone else and tries to create a rift between her and the man she loves. comedy drama ShahRukhKhan SuchitraKrishnamoorthi DeepakTijori RitaBhaduri SatishShah AnjanSrivastav GogaKapoor TikuTalsania RaviBaswani NaseeruddinShah
Kabhi Khushi Kabhie Gham,['drama'],7.3/10,"Years after his father disowns his adopted brother for marrying a woman of lower social standing, a young man goes on a mission to reunite his family. drama AmitabhBachchan JayaBhaduri ShahRukhKhan Kajol HrithikRoshan KareenaKapoor RaniMukerji FaridaJalal HimaniShivpuri AlokNath"
Kabir Singh,"['romance', 'drama']",7.2/10,"An exalted but short-fused surgeon plunges into a spiral of drugs, alcohol and rage after his intense relationship with his girlfriend turbulently ends. romance drama ShahidKapoor KiaraAdvani SureshOberoi ArjanBajwa AdilHussain NikitaDutta KaminiKaushal AnuragArora"
Kahaani,"['musical', 'thriller', 'drama']",8.2/10,"Pregnant and alone in the city of Kolkata, a woman begins a relentless search for her missing husband, only to find that nothing is what it seems. musical thriller drama VidyaBalan ParambrataChatterjee DhritimanChatterjee SaswataChatterjee IndraneilSengupta NawazuddinSiddiqui DarshanJariwala MasoodAkhtar RiddhiSen"
Kai Po Che!,"['sports', 'drama']",7.9/10,This Bollywood drama tells the story of three best friends who dream of starting a cricket training academy in Ahmedabad for very different reasons. sports drama RajkummarRao AmitSadh SushantSinghRajput AmritaPuri DigvijayDeshmukh AsifBasra ManavKaul AshishKakkad
Kapoor & Sons,"['comedy', 'drama']",7.8/10,"Returning home to visit their ill grandfather, two estranged brothers must confront their unresolved rivalry while their parentsâ€™ marriage frays. comedy drama RishiKapoor SidharthMalhotra FawadKhan AliaBhatt RatnaPathakShah RajatKapoor"
Kaminey,"['musical', 'drama']",7.5/10,"A young man pursues his dreams of wealth by breaking the law, while his twin brother tries to better his life through hard work and honesty. musical drama ShahidKapoor PriyankaChopra DebMukherjee ShivkumarSubramaniam ChandanRoySanyal HrishikeshJoshi AmoleGupte PatriciaBull CarlosPaca EricSantos"
Kal Ho Naa Ho,"['comedy', 'drama']",8.0/10,An uptight MBA student falls for the charismatic new neighbor who charms her troubled family â€“ but he has a secret that forces him to push her away. comedy drama ShahRukhKhan SaifAliKhan PreityZinta JayaBhaduri SushmaSeth ReemaLagoo LilleteDubey DelnaazPaul
Karthik Calling Karthik,"['thriller', 'drama']",7.2/10,"Unlucky in love and bullied at work, an office drone is resigned to his dead-end life until itâ€™s transformed by mysterious calls from â€¦ himself. thriller drama FarhanAkhtar DeepikaPadukone RamKapoor VivanBhatena VipinSharma YatinKaryekar ShefaliShah"
Khoobsurat,"['comedy', 'romance', 'drama']",6.6/10,A free-spirited doctor is hired to assist an injured king and winds up challenging his family's tradition-bound lifestyle as she falls for his son. comedy romance drama SonamKapoor FawadKhan KironKher RatnaPathakShah AmirRazaHussain AshokBanthia KaizaadKotwal RishabhChaddha
Kuch Kuch Hota Hai,"['comedy', 'drama']",7.7/10,"Per her motherâ€™s last wish, a girl sets out to reunite her father with the college best friend who loved him â€“ only to discover the woman is engaged. comedy drama ShahRukhKhan Kajol RaniMukerji FaridaJalal ReemaLagoo SalmanKhan ArchanaPuranSingh HimaniShivpuri JohnyLever AnupamKher SanaSaeed"
Kung Fu Panda,"['comedy', 'family']",7.7/10,"When a powerful villain comes after peace in his valley, a lazy panda rises to the challenge to realize his destiny and become a kung fu warrior. comedy family JackBlack DustinHoffman AngelinaJolie IanMcShane SethRogen LucyLiu JackieChan DavidCross RandallDukKim JamesHong"
Kung Fu Panda 2,"['comedy', 'family']",7.3/10,"With his fists up and belly full, Po embarks on a perilous journey with the Furious Five to take on a frightful new enemy and save the art of kung fu. comedy family JackBlack AngelinaJolie DustinHoffman GaryOldman SethRogen LucyLiu JackieChan DavidCross JamesHong MichelleYeoh"
